# Conn_Pop2_Pop2, Conn_Pop2_Pop2_fail, Conn_Pop0_Pop2, Conn_Pop0_Pop2_fail
37,0,59,0
83,0,104,0
127,0,140,0
167,0,157,0
207,0,182,0
251,0,216,0
306,0,241,0
377,0,276,0
425,0,281,0
459,0,276,0
512,0,297,0
567,0,300,0
625,0,315,0
680,0,329,0
728,0,316,0
787,0,333,0
835,0,341,0
882,0,343,0
925,0,350,0
969,0,354,0
1001,0,339,0
1036,0,353,0
1073,0,352,0
1101,0,368,0
1138,0,375,0
1183,0,370,0
1217,0,384,0
1263,0,368,0
1302,0,363,0
1337,0,354,0
1382,0,345,0
1416,0,345,0
1438,0,355,0
1464,0,339,0
1484,0,340,0
1507,0,312,0
1547,0,305,0
1571,0,314,0
1593,0,308,0
1612,0,295,0
1626,0,290,0
1650,0,282,0
1660,0,278,0
1677,0,279,0
1700,0,277,0
1699,0,283,0
1700,0,286,0
1694,0,284,0
1703,0,276,0
1713,0,273,0
1708,0,263,0
1702,0,241,0
1700,0,241,0
1691,0,229,0
1690,0,232,0
1690,0,226,0
1699,0,224,0
1681,0,225,0
1666,0,233,0
1648,0,219,0
1626,0,199,0
1610,0,191,0
1603,0,197,0
1575,0,208,0
1555,0,214,0
1540,0,204,0
1508,0,200,0
1521,0,196,0
1495,0,187,0
1465,0,192,0
1464,0,182,0
1474,0,190,0
1444,0,204,0
1393,0,202,0
1360,0,206,0
1327,0,197,0
1290,0,180,0
1278,0,174,0
1237,0,178,0
1206,0,174,0
1181,0,175,0
1170,0,175,0
1139,0,170,0
1106,0,161,0
1091,0,166,0
1072,0,174,0
1071,0,176,0
1066,0,158,0
1069,0,151,0
1047,0,156,0
1005,0,151,0
981,0,137,0
977,0,147,0
961,0,145,0
943,0,146,0
917,0,150,0
894,0,149,0
889,0,133,0
884,0,142,0
853,0,136,0
836,0,138,0
801,0,138,0
793,0,125,0
776,0,119,0
767,0,134,0
758,0,130,0
743,0,126,0
732,0,120,0
728,0,115,0
724,0,118,0
712,0,117,0
708,0,105,0
685,0,113,0
675,0,121,0
674,0,114,0
656,0,105,0
635,0,112,0
622,0,109,0
593,0,102,0
580,0,103,0
573,0,111,0
568,0,108,0
561,0,106,0
545,0,97,0
539,0,111,0
546,0,111,0
536,0,118,0
514,0,108,0
507,0,104,0
499,0,111,0
495,0,114,0
487,0,113,0
486,0,115,0
472,0,106,0
470,0,103,0
485,0,114,0
488,0,118,0
481,0,105,0
481,0,112,0
492,0,109,0
484,0,101,0
469,0,105,0
466,0,106,0
455,0,114,0
458,0,115,0
442,0,118,0
441,0,117,0
431,0,118,0
428,0,106,0
432,0,103,0
436,0,104,0
424,0,101,0
413,0,100,0
402,0,98,0
405,0,99,0
399,0,99,0
388,0,93,0
383,0,95,0
383,0,99,0
378,0,104,0
368,0,92,0
361,0,97,0
354,0,92,0
336,0,95,0
328,0,91,0
329,0,73,0
332,0,78,0
330,0,75,0
330,0,78,0
317,0,77,0
312,0,78,0
318,0,75,0
323,0,72,0
314,0,81,0
309,0,75,0
310,0,75,0
308,0,71,0
313,0,80,0
310,0,84,0
308,0,81,0
310,0,78,0
304,0,78,0
293,0,77,0
289,0,83,0
297,0,83,0
310,0,77,0
322,0,87,0
311,0,90,0
318,0,90,0
307,0,82,0
301,0,76,0
296,0,75,0
296,0,75,0
283,0,77,0
269,0,75,0
272,0,66,0
272,0,69,0
262,0,60,0
258,0,60,0
260,0,67,0
270,0,65,0
263,0,57,0
271,0,61,0
277,0,68,0
275,0,69,0
267,0,63,0
263,0,61,0
265,0,67,0
264,0,68,0
255,0,73,0
252,0,68,0
247,0,64,0
252,0,66,0
245,0,67,0
255,0,67,0
252,0,73,0
244,0,74,0
235,0,74,0
234,0,72,0
230,0,67,0
233,0,65,0
230,0,64,0
236,0,66,0
227,0,75,0
226,0,68,0
221,0,72,0
224,0,70,0
235,0,78,0
232,0,78,0
236,0,70,0
233,0,66,0
225,0,58,0
221,0,57,0
214,0,62,0
212,0,57,0
207,0,62,0
201,0,75,0
204,0,66,0
204,0,62,0
213,0,63,0
212,0,62,0
209,0,59,0
216,0,57,0
218,0,65,0
214,0,62,0
210,0,60,0
208,0,71,0
207,0,71,0
209,0,69,0
203,0,67,0
199,0,65,0
197,0,62,0
193,0,62,0
203,0,57,0
203,0,55,0
204,0,64,0
212,0,69,0
215,0,71,0
205,0,67,0
203,0,62,0
195,0,60,0
194,0,62,0
197,0,61,0
189,0,61,0
199,0,60,0
200,0,68,0
205,0,72,0
206,0,76,0
204,0,65,0
190,0,62,0
182,0,66,0
183,0,61,0
184,0,65,0
194,0,69,0
196,0,63,0
198,0,68,0
190,0,62,0
195,0,58,0
188,0,57,0
189,0,54,0
176,0,61,0
170,0,63,0
170,0,52,0
167,0,49,0
171,0,56,0
173,0,65,0
176,0,58,0
170,0,59,0
180,0,56,0
189,0,55,0
188,0,53,0
182,0,54,0
182,0,51,0
174,0,45,0
176,0,47,0
174,0,50,0
172,0,50,0
173,0,40,0
176,0,44,0
170,0,49,0
170,0,52,0
171,0,53,0
173,0,51,0
174,0,50,0
171,0,51,0
169,0,49,0
167,0,43,0
153,0,51,0
146,0,49,0
148,0,45,0
157,0,47,0
162,0,38,0
163,0,40,0
162,0,45,0
161,0,47,0
158,0,44,0
155,0,48,0
146,0,63,0
157,0,61,0
160,0,57,0
163,0,52,0
158,0,50,0
155,0,40,0
143,0,37,0
143,0,38,0
139,0,40,0
135,0,47,0
144,0,43,0
137,0,47,0
138,0,47,0
140,0,48,0
148,0,45,0
141,0,46,0
146,0,49,0
142,0,43,0
145,0,46,0
147,0,38,0
142,0,36,0
142,0,40,0
135,0,44,0
135,0,49,0
128,0,45,0
128,0,46,0
125,0,46,0
119,0,49,0
125,0,44,0
132,0,48,0
130,0,55,0
133,0,58,0
126,0,60,0
130,0,58,0
118,0,57,0
119,0,61,0
114,0,71,0
113,0,65,0
112,0,51,0
105,0,52,0
117,0,53,0
123,0,58,0
128,0,59,0
120,0,51,0
124,0,49,0
127,0,49,0
128,0,49,0
124,0,49,0
115,0,49,0
108,0,45,0
104,0,58,0
110,0,59,0
105,0,56,0
105,0,61,0
110,0,56,0
112,0,52,0
112,0,58,0
127,0,56,0
125,0,57,0
124,0,57,0
122,0,54,0
116,0,56,0
110,0,51,0
110,0,49,0
113,0,59,0
113,0,62,0
111,0,45,0
106,0,48,0
103,0,44,0
104,0,41,0
101,0,38,0
101,0,36,0
100,0,40,0
100,0,37,0
99,0,34,0
92,0,32,0
94,0,39,0
