# Conn_Pop2_Pop2, Conn_Pop2_Pop2_fail, Conn_Pop0_Pop2, Conn_Pop0_Pop2_fail
223,0,222,0
410,0,275,0
563,0,301,0
695,0,333,0
806,0,327,0
940,0,320,0
1044,0,339,0
1092,0,370,0
1170,0,391,0
1215,0,379,0
1271,0,401,0
1338,0,383,0
1410,0,378,0
1460,0,365,0
1499,0,404,0
1494,0,388,0
1528,0,363,0
1525,0,365,0
1490,0,388,0
1480,0,387,0
1447,0,391,0
1419,0,356,0
1420,0,344,0
1408,0,356,0
1368,0,360,0
1342,0,381,0
1312,0,371,0
1291,0,373,0
1279,0,391,0
1255,0,398,0
1189,0,383,0
1188,0,406,0
1156,0,389,0
1129,0,394,0
1032,0,396,0
1024,0,374,0
1022,0,379,0
994,0,343,0
985,0,355,0
955,0,321,0
909,0,339,0
908,0,343,0
909,0,337,0
874,0,330,0
869,0,319,0
853,0,348,0
825,0,332,0
801,0,334,0
750,0,333,0
728,0,321,0
719,0,323,0
689,0,310,0
691,0,315,0
663,0,310,0
628,0,307,0
640,0,320,0
641,0,324,0
659,0,314,0
627,0,297,0
614,0,294,0
600,0,286,0
585,0,266,0
552,0,259,0
530,0,275,0
518,0,264,0
496,0,271,0
463,0,243,0
467,0,244,0
466,0,247,0
438,0,258,0
450,0,244,0
467,0,246,0
431,0,238,0
403,0,214,0
413,0,219,0
407,0,205,0
390,0,224,0
394,0,216,0
393,0,211,0
379,0,196,0
382,0,221,0
362,0,224,0
351,0,238,0
341,0,227,0
348,0,216,0
351,0,173,0
332,0,193,0
309,0,222,0
307,0,207,0
314,0,198,0
270,0,243,0
262,0,244,0
271,0,237,0
273,0,226,0
259,0,209,0
260,0,190,0
281,0,169,0
291,0,180,0
284,0,170,0
274,0,180,0
266,0,193,0
262,0,182,0
253,0,170,0
268,0,187,0
263,0,194,0
238,0,175,0
263,0,168,0
259,0,171,0
244,0,163,0
232,0,169,0
220,0,157,0
228,0,149,0
235,0,164,0
216,0,145,0
204,0,156,0
199,0,155,0
197,0,160,0
201,0,152,0
174,0,137,0
186,0,130,0
190,0,138,0
188,0,139,0
178,0,140,0
201,0,136,0
177,0,142,0
193,0,141,0
206,0,152,0
189,0,165,0
174,0,152,0
182,0,147,0
180,0,148,0
169,0,139,0
188,0,123,0
192,0,139,0
175,0,130,0
168,0,147,0
176,0,134,0
184,0,142,0
176,0,123,0
161,0,122,0
167,0,131,0
167,0,130,0
165,0,120,0
153,0,122,0
145,0,143,0
151,0,144,0
146,0,125,0
150,0,122,0
141,0,117,0
139,0,118,0
148,0,116,0
172,0,128,0
158,0,123,0
144,0,121,0
163,0,113,0
139,0,102,0
130,0,116,0
139,0,112,0
132,0,89,0
130,0,110,0
140,0,104,0
139,0,119,0
135,0,123,0
132,0,98,0
141,0,109,0
142,0,119,0
149,0,122,0
142,0,106,0
151,0,109,0
161,0,115,0
145,0,122,0
135,0,122,0
132,0,95,0
136,0,104,0
129,0,118,0
116,0,115,0
142,0,119,0
134,0,97,0
131,0,104,0
116,0,113,0
122,0,107,0
122,0,109,0
113,0,96,0
120,0,98,0
113,0,100,0
123,0,105,0
113,0,95,0
100,0,105,0
97,0,108,0
102,0,88,0
97,0,77,0
109,0,103,0
111,0,98,0
116,0,96,0
122,0,84,0
106,0,91,0
97,0,92,0
103,0,88,0
106,0,86,0
99,0,88,0
104,0,93,0
111,0,95,0
102,0,97,0
88,0,87,0
115,0,88,0
109,0,88,0
101,0,93,0
98,0,95,0
105,0,110,0
119,0,112,0
119,0,100,0
109,0,94,0
97,0,97,0
98,0,106,0
95,0,106,0
104,0,110,0
93,0,89,0
97,0,95,0
90,0,102,0
103,0,87,0
103,0,71,0
98,0,78,0
97,0,83,0
94,0,82,0
80,0,67,0
94,0,68,0
81,0,95,0
98,0,93,0
105,0,98,0
105,0,98,0
103,0,96,0
100,0,108,0
99,0,114,0
95,0,95,0
87,0,87,0
84,0,92,0
89,0,88,0
101,0,81,0
95,0,92,0
78,0,98,0
78,0,89,0
81,0,90,0
79,0,74,0
77,0,82,0
75,0,86,0
79,0,79,0
72,0,89,0
79,0,67,0
79,0,75,0
83,0,72,0
96,0,65,0
90,0,70,0
91,0,75,0
80,0,75,0
86,0,77,0
95,0,83,0
86,0,79,0
86,0,79,0
94,0,86,0
99,0,85,0
88,0,85,0
82,0,94,0
71,0,98,0
100,0,87,0
98,0,82,0
102,0,63,0
88,0,68,0
84,0,88,0
79,0,81,0
82,0,79,0
83,0,78,0
92,0,84,0
91,0,81,0
90,0,79,0
92,0,80,0
85,0,85,0
81,0,79,0
88,0,67,0
72,0,76,0
92,0,77,0
92,0,73,0
83,0,79,0
86,0,88,0
85,0,83,0
93,0,80,0
71,0,74,0
74,0,71,0
74,0,72,0
82,0,76,0
81,0,76,0
80,0,90,0
76,0,80,0
81,0,84,0
74,0,84,0
80,0,69,0
83,0,64,0
81,0,70,0
83,0,73,0
77,0,80,0
87,0,85,0
75,0,82,0
79,0,69,0
76,0,74,0
73,0,75,0
75,0,68,0
82,0,63,0
83,0,49,0
78,0,54,0
81,0,54,0
84,0,62,0
63,0,71,0
65,0,70,0
65,0,67,0
65,0,65,0
65,0,58,0
73,0,70,0
73,0,58,0
65,0,61,0
63,0,68,0
59,0,79,0
67,0,74,0
55,0,64,0
67,0,62,0
66,0,70,0
62,0,76,0
59,0,70,0
59,0,65,0
64,0,70,0
67,0,79,0
63,0,72,0
61,0,61,0
60,0,64,0
59,0,52,0
78,0,51,0
78,0,70,0
63,0,60,0
67,0,63,0
70,0,68,0
67,0,77,0
71,0,68,0
74,0,54,0
84,0,55,0
74,0,63,0
74,0,59,0
72,0,52,0
60,0,53,0
54,0,55,0
57,0,47,0
60,0,57,0
56,0,67,0
52,0,76,0
63,0,56,0
67,0,55,0
63,0,53,0
58,0,57,0
63,0,62,0
63,0,61,0
58,0,73,0
55,0,75,0
55,0,68,0
53,0,66,0
59,0,59,0
64,0,68,0
76,0,56,0
61,0,67,0
58,0,66,0
66,0,72,0
71,0,59,0
64,0,56,0
60,0,61,0
61,0,50,0
64,0,59,0
52,0,63,0
55,0,63,0
56,0,51,0
56,0,64,0
62,0,62,0
67,0,62,0
59,0,48,0
63,0,53,0
68,0,57,0
66,0,50,0
56,0,46,0
74,0,60,0
68,0,74,0
71,0,64,0
59,0,60,0
66,0,67,0
63,0,59,0
43,0,52,0
53,0,45,0
52,0,58,0
55,0,64,0
53,0,71,0
55,0,69,0
51,0,58,0
61,0,59,0
57,0,64,0
48,0,62,0
54,0,60,0
56,0,62,0
51,0,65,0
56,0,64,0
48,0,65,0
61,0,63,0
66,0,62,0
61,0,54,0
61,0,61,0
52,0,58,0
47,0,44,0
56,0,44,0
51,0,54,0
54,0,63,0
53,0,63,0
49,0,56,0
39,0,62,0
50,0,62,0
46,0,67,0
49,0,65,0
43,0,58,0
41,0,73,0
54,0,74,0
51,0,66,0
50,0,80,0
49,0,78,0
41,0,51,0
56,0,60,0
61,0,64,0
50,0,58,0
61,0,58,0
63,0,61,0
57,0,70,0
42,0,77,0
56,0,61,0
61,0,54,0
55,0,53,0
59,0,62,0
50,0,72,0
57,0,64,0
53,0,50,0
45,0,52,0
50,0,62,0
50,0,65,0
55,0,72,0
60,0,63,0
50,0,51,0
44,0,39,0
44,0,40,0
43,0,42,0
41,0,53,0
39,0,59,0
45,0,61,0
51,0,60,0
51,0,54,0
54,0,59,0
54,0,54,0
48,0,49,0
45,0,47,0
47,0,58,0
52,0,54,0
41,0,47,0
41,0,40,0
45,0,37,0
45,0,38,0
51,0,46,0
46,0,42,0
56,0,45,0
56,0,52,0
51,0,50,0
49,0,59,0
39,0,50,0
50,0,45,0
61,0,55,0
44,0,46,0
47,0,51,0
44,0,46,0
57,0,59,0
53,0,51,0
54,0,46,0
47,0,47,0
52,0,51,0
48,0,40,0
43,0,39,0
43,0,46,0
34,0,48,0
40,0,62,0
47,0,63,0
45,0,57,0
51,0,67,0
48,0,56,0
40,0,63,0
34,0,58,0
43,0,54,0
43,0,51,0
40,0,62,0
40,0,54,0
45,0,49,0
35,0,48,0
40,0,55,0
50,0,59,0
51,0,48,0
47,0,55,0
45,0,52,0
47,0,57,0
52,0,62,0
50,0,59,0
35,0,60,0
34,0,66,0
42,0,55,0
41,0,58,0
33,0,57,0
40,0,55,0
41,0,46,0
53,0,48,0
47,0,43,0
50,0,42,0
51,0,47,0
49,0,51,0
44,0,48,0
43,0,65,0
56,0,60,0
51,0,42,0
46,0,43,0
47,0,49,0
44,0,56,0
43,0,59,0
39,0,50,0
31,0,55,0
42,0,54,0
43,0,61,0
42,0,60,0
29,0,49,0
35,0,58,0
34,0,70,0
50,0,50,0
52,0,52,0
49,0,50,0
48,0,44,0
48,0,47,0
52,0,54,0
47,0,51,0
49,0,54,0
45,0,51,0
40,0,51,0
40,0,57,0
44,0,55,0
42,0,48,0
38,0,48,0
45,0,45,0
36,0,37,0
31,0,33,0
43,0,40,0
50,0,57,0
40,0,49,0
38,0,54,0
40,0,55,0
44,0,47,0
45,0,38,0
39,0,36,0
49,0,34,0
52,0,45,0
42,0,42,0
39,0,39,0
43,0,43,0
35,0,34,0
39,0,36,0
46,0,40,0
43,0,46,0
36,0,49,0
43,0,34,0
38,0,33,0
38,0,42,0
39,0,40,0
38,0,42,0
44,0,53,0
40,0,55,0
40,0,56,0
46,0,48,0
45,0,47,0
39,0,50,0
39,0,72,0
38,0,53,0
35,0,53,0
37,0,49,0
40,0,53,0
42,0,47,0
39,0,55,0
31,0,46,0
31,0,44,0
34,0,51,0
47,0,44,0
52,0,44,0
46,0,47,0
50,0,53,0
46,0,53,0
40,0,44,0
41,0,44,0
46,0,35,0
42,0,37,0
46,0,35,0
47,0,40,0
49,0,38,0
41,0,37,0
41,0,39,0
39,0,40,0
40,0,50,0
35,0,46,0
36,0,50,0
37,0,38,0
41,0,44,0
47,0,41,0
37,0,37,0
35,0,43,0
42,0,40,0
48,0,34,0
34,0,43,0
33,0,40,0
35,0,45,0
35,0,51,0
33,0,48,0
30,0,48,0
29,0,43,0
37,0,45,0
31,0,40,0
20,0,44,0
23,0,39,0
31,0,40,0
35,0,39,0
28,0,50,0
47,0,50,0
37,0,43,0
44,0,42,0
50,0,40,0
44,0,39,0
36,0,43,0
44,0,41,0
45,0,50,0
40,0,49,0
37,0,38,0
42,0,41,0
43,0,47,0
51,0,49,0
51,0,37,0
42,0,47,0
38,0,48,0
35,0,43,0
43,0,32,0
44,0,38,0
30,0,45,0
39,0,43,0
40,0,40,0
43,0,43,0
46,0,40,0
45,0,41,0
39,0,35,0
33,0,34,0
27,0,40,0
38,0,43,0
43,0,51,0
43,0,42,0
40,0,44,0
38,0,40,0
34,0,44,0
38,0,46,0
38,0,56,0
33,0,44,0
33,0,38,0
38,0,46,0
32,0,41,0
30,0,43,0
32,0,43,0
35,0,54,0
25,0,49,0
34,0,44,0
32,0,42,0
33,0,43,0
28,0,35,0
26,0,39,0
35,0,61,0
33,0,56,0
32,0,45,0
36,0,36,0
36,0,53,0
44,0,55,0
38,0,45,0
33,0,38,0
32,0,44,0
30,0,42,0
23,0,42,0
35,0,39,0
44,0,43,0
48,0,49,0
42,0,42,0
32,0,41,0
37,0,40,0
39,0,41,0
32,0,32,0
43,0,39,0
41,0,43,0
37,0,47,0
34,0,39,0
26,0,44,0
25,0,51,0
25,0,48,0
22,0,45,0
28,0,40,0
29,0,48,0
32,0,44,0
25,0,32,0
35,0,44,0
30,0,44,0
23,0,50,0
26,0,56,0
25,0,50,0
33,0,46,0
43,0,43,0
45,0,45,0
42,0,42,0
36,0,46,0
34,0,49,0
32,0,47,0
34,0,41,0
35,0,49,0
39,0,51,0
30,0,40,0
30,0,44,0
33,0,53,0
28,0,48,0
21,0,42,0
32,0,46,0
40,0,42,0
44,0,40,0
34,0,40,0
36,0,35,0
37,0,32,0
31,0,31,0
27,0,28,0
26,0,28,0
33,0,32,0
28,0,43,0
26,0,41,0
32,0,27,0
25,0,27,0
35,0,35,0
45,0,32,0
34,0,46,0
33,0,42,0
40,0,27,0
38,0,35,0
26,0,27,0
32,0,25,0
30,0,33,0
29,0,39,0
30,0,38,0
26,0,29,0
27,0,28,0
26,0,36,0
39,0,43,0
30,0,45,0
23,0,48,0
30,0,55,0
30,0,49,0
29,0,31,0
31,0,36,0
28,0,46,0
28,0,43,0
27,0,38,0
31,0,47,0
31,0,42,0
23,0,41,0
18,0,33,0
17,0,41,0
20,0,47,0
26,0,50,0
32,0,46,0
26,0,42,0
29,0,36,0
32,0,42,0
25,0,42,0
31,0,44,0
36,0,41,0
44,0,35,0
34,0,35,0
34,0,36,0
35,0,33,0
36,0,35,0
38,0,38,0
44,0,39,0
38,0,47,0
37,0,44,0
33,0,35,0
28,0,34,0
31,0,47,0
26,0,47,0
26,0,42,0
31,0,44,0
28,0,37,0
26,0,49,0
27,0,41,0
25,0,44,0
